Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_OCC_TEC, se_OCC_TEC, t_OCC_TEC, est_OWNH, se_OWNH, t_OWNH, est_POP65, se_POP65, t_POP65, est_UNEMP, se_UNEMP, t_UNEMP, y, yhat, localpdev, Ginfluence
    0, 0, 378906.83, 17310.41,         3.733837,         0.971933,         3.841659,         7.604286,         1.860931,         4.086281,        -2.415012,         0.448544,        -5.384117,        -3.546584,         2.463207,        -1.439823,         0.716628,         0.137907,         5.196449,       189.000000,       136.016202,         0.862581,         0.661318
    1, 1, 334095.21, 25283.2,         7.633481,         0.465515,        16.397925,         5.986063,         1.988897,         3.009740,        -5.484860,         0.463578,       -11.831582,         7.358664,         1.633550,         4.504706,        -0.284917,         0.074182,        -3.840764,        95.000000,        84.898655,         0.610052,         0.519933
    2, 2, 378200.19, -877.05,         6.370555,         0.418279,        15.230399,         5.515393,         1.095030,         5.036752,        -3.511897,         0.229639,       -15.293144,        -5.897899,         1.291468,        -4.566818,         0.155022,         0.089419,         1.733661,        70.000000,        54.568387,         0.815542,         0.406916
    3, 3, 357191.03, 29064.39,         7.469382,         0.655363,        11.397321,         1.570668,         1.784117,         0.880361,        -2.392275,         0.839200,        -2.850661,        -8.992308,         2.602416,        -3.455369,        -0.335384,         0.127733,        -2.625658,        48.000000,        48.422571,         0.863300,         0.491301
    4, 4, 358056.34, 10824.73,         7.987869,         0.418374,        19.092663,        -2.836901,         0.895043,        -3.169568,        -5.062321,         0.306180,       -16.533813,        -4.015883,         1.206674,        -3.328060,         0.414899,         0.063573,         6.526341,        65.000000,        48.998729,         0.824660,         0.243879
    5, 5, 366747.61, -3073.12,         7.497491,         0.300542,        24.946529,         1.246136,         0.779104,         1.599448,        -6.041447,         0.201584,       -29.969930,        -1.080732,         1.111288,        -0.972504,         0.575874,         0.065769,         8.755945,       107.000000,       208.895547,         0.853538,         0.179771
    6, 6, 351099.27, 11800.35,         8.029923,         0.316657,        25.358430,        -0.243812,         0.771837,        -0.315886,        -4.449882,         0.291634,       -15.258461,        -5.934544,         1.105122,        -5.370035,         0.140027,         0.047073,         2.974672,        65.000000,        47.158434,         0.764173,         0.186211
    7, 7, 377929.98, 4635.1,         6.208413,         0.554347,        11.199513,         3.995825,         1.179244,         3.388462,        -3.237152,         0.287947,       -11.242188,        -6.422843,         1.345907,        -4.772131,         0.231338,         0.097082,         2.382919,        76.000000,        69.426794,         0.808589,         0.184727
    8, 8, 367529.91, 20192.51,        11.614562,         0.867568,        13.387496,        -9.521557,         1.693613,        -5.622038,        -6.567208,         0.503411,       -13.045413,       -12.104769,         2.300356,        -5.262127,        -0.021523,         0.094549,        -0.227636,       192.000000,       189.338366,         0.902443,         0.983594
    9, 9, 389231.47, 3489.35,         3.769475,         0.627516,         6.006980,        21.493203,         3.217808,         6.679456,        -2.836678,         0.290188,        -9.775322,         5.811257,         2.584423,         2.248570,        -0.239897,         0.110822,        -2.164702,        27.000000,        30.017181,         0.782592,         0.161108
   10, 10, 389427.64, 9290.1,         2.665869,         0.804780,         3.312544,        16.721931,         1.894008,         8.828858,        -1.803195,         0.387105,        -4.658156,         2.597253,         2.024469,         1.282931,         0.262312,         0.117576,         2.230995,        28.000000,        56.016583,         0.776402,         0.612415
   11, 11, 381089.82, 9125.81,         4.836019,         0.736322,         6.567802,         6.511210,         1.525004,         4.269635,        -2.554751,         0.343713,        -7.432808,        -4.265225,         1.803603,        -2.364835,         0.372463,         0.113588,         3.279060,        63.000000,        89.154680,         0.816103,         0.213814
   12, 12, 371082.66, 6843.9,         8.335360,         0.554873,        15.022107,        -2.055332,         1.168828,        -1.758456,        -4.679877,         0.317288,       -14.749620,        -8.933284,         1.383107,        -6.458851,         0.241643,         0.083178,         2.905148,        34.000000,        37.770251,         0.840681,         0.279449
   13, 13, 388281.84, -1760.78,         6.320805,         0.499328,        12.658629,         9.201957,         2.111719,         4.357568,        -2.724512,         0.268417,       -10.150282,        -3.582488,         2.067774,        -1.732534,        -0.385577,         0.103333,        -3.731413,        17.000000,        17.125746,         0.768526,         0.198115
   14, 14, 386771.66, -4857.11,         7.032976,         0.435842,        16.136532,         5.846528,         1.665537,         3.510295,        -2.708396,         0.253950,       -10.665095,        -6.893154,         1.703541,        -4.046368,        -0.382963,         0.095606,        -4.005636,        25.000000,        18.437675,         0.762763,         0.229960
   15, 15, 397029.93, 4912.15,         4.698214,         0.908195,         5.173133,        15.879515,         5.337109,         2.975303,        -1.956176,         0.445832,        -4.387701,        -0.751298,         4.725634,        -0.158983,        -0.366157,         0.142363,        -2.571995,        17.000000,        23.677903,         0.653981,         0.587128
   16, 16, 399583.28, 1217.51,         9.282182,         1.028441,         9.025488,        -6.914470,         5.994592,        -1.153451,        -1.222725,         0.462169,        -2.645622,       -19.054402,         5.331866,        -3.573683,        -0.717006,         0.173508,        -4.132415,        31.000000,        19.105972,         0.690451,         0.296910
   17, 17, 389413.79, 18915.59,        -1.444570,         1.339507,        -1.078434,        18.332063,         2.653094,         6.909693,        -0.006101,         0.616420,        -0.009898,         5.633864,         2.661627,         2.116700,         1.203928,         0.194438,         6.191846,        27.000000,        12.265678,         0.800026,         0.396445
   18, 18, 374811.31, 23395.2,         8.322475,         1.155321,         7.203607,        -2.248595,         2.015408,        -1.115702,        -4.853512,         0.534383,        -9.082460,        -9.113687,         3.211376,        -2.837939,         0.309455,         0.141394,         2.188599,        10.000000,        18.947776,         0.896108,         0.678688
   19, 19, 366291.01, 3851.09,         8.250102,         0.336219,        24.537874,        -3.499448,         0.799923,        -4.374730,        -5.643844,         0.259624,       -21.738540,        -4.551783,         1.130188,        -4.027458,         0.511471,         0.066088,         7.739300,        42.000000,        38.851594,         0.845606,         0.171456
   20, 20, 362053.67, 7027.25,         7.937159,         0.347437,        22.844877,        -3.768914,         0.811737,        -4.643020,        -5.615485,         0.282803,       -19.856506,        -2.368716,         1.197546,        -1.977974,         0.585352,         0.064609,         9.059932,        20.000000,        33.265764,         0.833016,         0.284790
   21, 21, 350567.45, 26456.28,         6.699485,         0.510671,        13.118982,         1.696692,         1.273124,         1.332700,        -2.783038,         0.541687,        -5.137723,        -3.260913,         1.802777,        -1.808828,        -0.146944,         0.059139,        -2.484711,        40.000000,        30.347495,         0.721773,         0.198322
   22, 22, 356783.59, 23682.89,         7.521661,         0.470271,        15.994310,         0.183615,         1.139243,         0.161173,        -3.222286,         0.460777,        -6.993153,        -6.152544,         1.604247,        -3.835161,        -0.128441,         0.072878,        -1.762417,        15.000000,        32.828450,         0.855263,         0.203513
   23, 23, 356225.47, 19763.98,         7.370494,         0.438452,        16.810262,        -0.087218,         0.979894,        -0.089008,        -3.461085,         0.359128,        -9.637478,        -5.300757,         1.354300,        -3.914020,         0.018124,         0.061982,         0.292407,        47.000000,        45.331976,         0.837784,         0.183057
   24, 24, 338360.54, 25697.56,         7.325895,         0.470302,        15.576997,         2.977798,         2.067034,         1.440614,        -4.511422,         0.467491,        -9.650290,         3.348098,         1.615829,         2.072062,        -0.192354,         0.073590,        -2.613861,        68.000000,        83.306280,         0.559448,         0.751542
   25, 25, 337846.31, 18213.38,         8.260727,         0.384536,        21.482328,         5.381755,         1.641807,         3.277947,        -5.198496,         0.377272,       -13.779175,         0.549191,         1.433826,         0.383025,        -0.282858,         0.062709,        -4.510672,        17.000000,        31.559675,         0.665322,         0.133065
   26, 26, 344074.13, 27136.92,         7.040797,         0.490913,        14.342264,        -0.457900,         1.721871,        -0.265931,        -3.656991,         0.497673,        -7.348183,         0.056151,         1.664941,         0.033726,        -0.096749,         0.066386,        -1.457354,        57.000000,        40.328288,         0.515414,         0.327510
   27, 27, 349087.82, 19336.47,         7.102234,         0.411731,        17.249697,         1.233253,         0.987872,         1.248394,        -3.258769,         0.385098,        -8.462191,        -4.275916,         1.301114,        -3.286350,        -0.057746,         0.050717,        -1.138582,        40.000000,        31.851575,         0.709362,         0.170408
   28, 28, 343402.57, 18620.67,         7.663989,         0.401878,        19.070421,         2.865434,         1.194525,         2.398806,        -4.031918,         0.378089,       -10.663936,        -3.068325,         1.296041,        -2.367459,        -0.159044,         0.053891,        -2.951244,        47.000000,        54.712457,         0.653796,         0.187461
   29, 29, 359036.48, 1198.74,         6.469415,         0.262081,        24.684759,         2.295594,         0.599811,         3.827196,        -5.322184,         0.174799,       -30.447368,         1.470154,         1.035025,         1.420404,         0.686545,         0.052393,        13.103826,        49.000000,        50.143528,         0.787073,         0.166990
   30, 30, 370771.99, -1522.12,         8.314961,         0.380332,        21.862399,        -1.496272,         0.929511,        -1.609741,        -5.610503,         0.226350,       -24.786857,        -7.353750,         1.072503,        -6.856626,         0.453143,         0.079499,         5.699995,        49.000000,        49.437611,         0.868163,         0.193506
   31, 31, 376842.13, -7139.16,         7.183744,         0.358872,        20.017556,         3.666425,         1.322337,         2.772686,        -4.676953,         0.189537,       -24.675713,        -7.072792,         1.525613,        -4.636032,         0.346706,         0.071824,         4.827137,        27.000000,        29.153068,         0.847765,         0.155855
   32, 32, 318049.53, 32744.59,        -1.221789,         0.531201,        -2.300049,        44.971748,         3.478212,        12.929560,        -3.485904,         0.373881,        -9.323567,        32.732967,         2.811636,        11.641965,         0.072368,         0.088393,         0.818701,       120.000000,        89.909104,         0.822513,         0.365642
   33, 33, 325761.21, 31092.21,         4.729386,         0.365786,        12.929382,        17.453029,         2.533433,         6.889082,        -4.715922,         0.324256,       -14.543827,        15.430865,         2.062461,         7.481775,        -0.149649,         0.081050,        -1.846369,        28.000000,        33.678223,         0.787159,         0.317704
   34, 34, 318112.24, 28405.62,        -0.184483,         0.480994,        -0.383545,        42.090621,         3.091484,        13.615022,        -4.069493,         0.321902,       -12.642023,        31.402013,         2.338520,        13.428154,        -0.011893,         0.078673,        -0.151172,        16.000000,        23.971727,         0.810556,         0.150475
   35, 35, 310480.1, 28809.03,        -3.337650,         0.612938,        -5.445326,        49.638282,         3.550811,        13.979419,        -3.353446,         0.381077,        -8.799924,        36.523097,         2.990828,        12.211699,         0.546023,         0.110361,         4.947593,        14.000000,        20.929776,         0.816584,         0.182015
   36, 36, 306513.97, 32751.48,        -4.195024,         0.682282,        -6.148522,        51.054057,         4.141751,        12.326683,        -2.441784,         0.484623,        -5.038520,        34.292241,         3.827634,         8.959122,         0.684335,         0.145314,         4.709346,        43.000000,        59.493579,         0.808041,         0.885831
   37, 37, 311395.51, 33538.42,        -4.274782,         0.680904,        -6.278098,        49.563020,         3.876084,        12.786881,        -2.054468,         0.471215,        -4.359934,        32.722189,         3.533555,         9.260415,         0.747399,         0.130974,         5.706452,        29.000000,        14.733918,         0.815480,         0.324677
   38, 38, 314408.34, -4572.95,         7.406713,         0.225974,        32.776870,         6.290525,         0.566725,        11.099787,        -3.236082,         0.158611,       -20.402595,         3.592911,         0.819191,         4.385923,        -0.584608,         0.046529,       -12.564381,       401.000000,       135.072714,         0.331797,         0.059570
   39, 39, 303850.22, 22478,         1.222417,         0.342641,         3.567627,        28.026817,         2.048276,        13.683127,        -4.722063,         0.346857,       -13.613870,        22.368784,         2.531664,         8.835607,         0.501208,         0.099814,         5.021420,       210.000000,       144.024687,         0.810371,         0.420977
   40, 40, 337540.25, -12310.61,         8.221082,         0.123959,        66.320939,        -5.274182,         0.273901,       -19.255804,        -4.031887,         0.108510,       -37.156728,         1.117622,         0.309132,         3.615359,         0.036478,         0.018254,         1.998394,       711.000000,       327.797760,         0.441941,         0.094209
   41, 41, 330948.96, -8687.59,         9.230254,         0.139814,        66.018029,        -6.859851,         0.314378,       -21.820394,        -4.381734,         0.107722,       -40.676165,         8.300839,         0.327806,        25.322406,        -0.414191,         0.020625,       -20.082375,       544.000000,       256.121003,         0.413358,         0.083743
   42, 42, 327143.99, -3103.01,        11.678093,         0.218926,        53.342568,        -3.636787,         0.518421,        -7.015121,        -6.374268,         0.142889,       -44.610054,        12.447424,         0.532685,        23.367331,        -1.169905,         0.042738,       -27.373915,       557.000000,       243.014395,         0.438707,         0.082569
   43, 43, 312830.72, 21412.1,         0.989689,         0.350563,         2.823141,        31.481093,         1.930041,        16.311103,        -4.630783,         0.274011,       -16.899991,        25.894769,         2.037724,        12.707693,         0.332626,         0.072897,         4.562979,       132.000000,        87.148071,         0.804690,         0.132460
   44, 44, 312874.14, -17053.63,         6.722654,         0.207863,        32.341805,        -2.510850,         0.518528,        -4.842267,        -2.074131,         0.150278,       -13.801960,        15.239653,         0.691859,        22.027095,        -0.489511,         0.036480,       -13.418677,       395.000000,       130.512132,         0.161965,         0.108927
   45, 45, 293680.38, -8010.1,         5.012179,         0.317275,        15.797599,         6.756179,         1.042320,         6.481868,        -1.875680,         0.252137,        -7.439125,        -5.864103,         1.117595,        -5.247072,         0.130836,         0.062223,         2.102684,        97.000000,        63.972156,         0.542988,         0.128300
   46, 46, 325185.11, 20460.45,         7.127632,         0.319733,        22.292477,        14.359577,         1.776265,         8.084141,        -6.401153,         0.272214,       -23.515129,        12.597069,         1.509631,         8.344468,        -0.332661,         0.063876,        -5.207943,        91.000000,        79.153119,         0.736839,         0.206403
   47, 47, 305971.31, 8472,         6.679134,         0.357640,        18.675593,         1.911287,         1.187155,         1.609973,        -5.134445,         0.365351,       -14.053468,         3.425133,         1.654214,         2.070551,         0.308213,         0.087688,         3.514893,        97.000000,        94.135553,         0.664403,         0.116036
   48, 48, 335330.5, -108.19,        10.581691,         0.205588,        51.470485,        -1.748511,         0.528343,        -3.309424,        -5.956540,         0.135985,       -43.802811,         4.973659,         0.524948,         9.474575,        -0.680308,         0.040915,       -16.627328,       148.000000,        91.628613,         0.556158,         0.121754
   49, 49, 339115.66, 3202.05,        10.018815,         0.201924,        49.616806,         3.110638,         0.532672,         5.839690,        -5.821353,         0.142043,       -40.983120,        -3.556576,         0.720957,        -4.933128,        -0.438662,         0.042376,       -10.351702,       269.000000,       177.355043,         0.620772,         0.160145
   50, 50, 309271.13, -10589.17,         5.567444,         0.216781,        25.682297,         5.106108,         0.555771,         9.187438,        -1.203855,         0.155436,        -7.745044,        -1.767200,         0.828429,        -2.133194,        -0.177201,         0.041682,        -4.251280,       183.000000,       132.166071,         0.167956,         0.084673
   51, 51, 319972.62, 24634.35,         2.235513,         0.387041,         5.775907,        31.898950,         2.436073,        13.094414,        -4.527053,         0.273461,       -16.554659,        23.443734,         1.916072,        12.235310,        -0.102880,         0.069410,        -1.482219,        86.000000,        66.906221,         0.788743,         0.126175
   52, 52, 317013.43, 12374.14,         6.346523,         0.283608,        22.377833,        14.846060,         1.014106,        14.639562,        -6.042177,         0.218360,       -27.670681,        13.525016,         1.178795,        11.473596,        -0.178826,         0.056951,        -3.139989,        86.000000,        79.777189,         0.710684,         0.080855
   53, 53, 323345.93, 2314.46,         8.972585,         0.269036,        33.350840,         8.895213,         0.790091,        11.258466,        -5.197367,         0.189193,       -27.471196,         5.637106,         0.858059,         6.569601,        -0.830617,         0.051153,       -16.237938,       244.000000,       170.238479,         0.519241,         0.135920
   54, 54, 327610.55, -7504.02,        10.442891,         0.163893,        63.717794,        -8.112325,         0.363493,       -22.317677,        -5.102387,         0.114887,       -44.412133,        13.283851,         0.382331,        34.744378,        -0.803649,         0.027096,       -29.658770,       120.000000,       246.643080,         0.388342,         0.078910
   55, 55, 343813.29, -11626.17,         8.113200,         0.122719,        66.111887,        -3.654085,         0.294473,       -12.408894,        -4.232524,         0.103913,       -40.731451,        -2.381647,         0.313669,        -7.592878,         0.178621,         0.019773,         9.033405,       297.000000,       380.664444,         0.524461,         0.154447
   56, 56, 342508.85, -4698.16,         8.623004,         0.179492,        48.041251,        -1.967639,         0.419848,        -4.686553,        -4.787788,         0.119543,       -40.050912,         1.015837,         0.369374,         2.750161,        -0.060339,         0.032882,        -1.835003,       393.000000,       193.849616,         0.582535,         0.089399
   57, 57, 333426.78, -13559.3,         8.114147,         0.130800,        62.034759,        -5.809815,         0.266103,       -21.832978,        -3.809481,         0.115572,       -32.962104,         3.416227,         0.312365,        10.936664,        -0.031685,         0.018067,        -1.753739,       103.000000,       343.822118,         0.392370,         0.054799
   58, 58, 330824.95, -14794.45,         7.988677,         0.136693,        58.442666,        -5.929035,         0.264825,       -22.388493,        -3.624144,         0.122126,       -29.675409,         4.835080,         0.315739,        15.313538,        -0.069532,         0.018212,        -3.817847,       136.000000,       497.469763,         0.362875,         0.399874
   59, 59, 304617.97, -15261.45,         4.443233,         0.244461,        18.175633,         6.963434,         0.603309,        11.542065,        -0.445021,         0.173098,        -2.570914,        -5.746508,         0.820376,        -7.004727,         0.071478,         0.045426,         1.573487,       160.000000,       134.465624,         0.147026,         0.220787
   60, 60, 338062.78, -13156.47,         8.201557,         0.122844,        66.763732,        -5.231937,         0.269527,       -19.411530,        -4.047315,         0.109607,       -36.925612,         0.453080,         0.308288,         1.469665,         0.066243,         0.018067,         3.666485,       102.000000,       252.338100,         0.438639,         0.119407
   61, 61, 325419.58, -15527.5,         7.850610,         0.151535,        51.807266,        -6.129914,         0.287194,       -21.344165,        -3.220183,         0.129128,       -24.937937,         9.640302,         0.329567,        29.251426,        -0.247467,         0.019707,       -12.557461,       142.000000,       253.528003,         0.324859,         0.114730
   62, 62, 324052.62, -12510.9,         8.606349,         0.157293,        54.715501,        -7.462160,         0.318477,       -23.430745,        -3.598669,         0.119923,       -30.008282,        13.748053,         0.356288,        38.586870,        -0.499742,         0.022269,       -22.441350,        83.000000,       113.470274,         0.319020,         0.090024
   63, 63, 327521.88, -17674.68,         7.767114,         0.144852,        53.620913,        -5.891738,         0.268556,       -21.938544,        -3.442820,         0.133099,       -25.866627,         6.667126,         0.315535,        21.129573,        -0.102733,         0.018542,        -5.540506,        78.000000,       244.726072,         0.338433,         0.070992
   64, 64, 322114.34, -17894.35,         7.440423,         0.163001,        45.646570,        -5.711885,         0.308616,       -18.508036,        -2.866805,         0.138596,       -20.684660,        13.140480,         0.339210,        38.738487,        -0.313395,         0.020845,       -15.034317,       201.000000,       161.589612,         0.308794,         0.090444
   65, 65, 320355.21, 5840.48,         7.463686,         0.296061,        25.209991,        12.866700,         0.900983,        14.280730,        -5.180899,         0.211977,       -24.440861,         8.224624,         0.958771,         8.578298,        -0.548750,         0.054602,       -10.050052,        87.000000,        84.903050,         0.608988,         0.067967
   66, 66, 330341.07, 12925.79,         9.846863,         0.326198,        30.186760,         5.376013,         1.183150,         4.543814,        -7.228884,         0.272752,       -26.503474,         4.111297,         1.074537,         3.826110,        -0.424304,         0.053691,        -7.902773,        89.000000,       139.947321,         0.726982,         0.133612
   67, 67, 318527.16, 8318.24,         7.452532,         0.310412,        24.008555,        11.688301,         0.954728,        12.242549,        -5.754218,         0.229486,       -25.074406,         9.848185,         1.014011,         9.712113,        -0.410883,         0.056374,        -7.288553,        80.000000,       109.234129,         0.656944,         0.117626
   68, 68, 347297.26, -13547.71,         8.062163,         0.123722,        65.163554,        -3.448764,         0.298179,       -11.566078,        -4.405075,         0.105471,       -41.765868,        -4.378503,         0.314794,       -13.909100,         0.287569,         0.020427,        14.077592,       105.000000,       347.804143,         0.570404,         0.221654
   69, 69, 321375.58, -10594.12,         9.741930,         0.198518,        49.073224,        -8.429942,         0.405252,       -20.801753,        -4.440917,         0.134797,       -32.945331,        18.899502,         0.512158,        36.901691,        -0.864113,         0.035727,       -24.186535,       114.000000,       215.890155,         0.293577,         0.141446
   70, 70, 318675.19, -8454.47,         9.292138,         0.209489,        44.356272,        -4.458974,         0.459162,        -9.711106,        -4.286690,         0.140992,       -30.403781,        15.032095,         0.652012,        23.054953,        -0.832577,         0.039424,       -21.118491,       101.000000,       170.898285,         0.274093,         0.153946
   71, 71, 350174.04, -12060.87,         7.724683,         0.143460,        53.845660,        -1.096714,         0.349892,        -3.134439,        -4.610616,         0.109901,       -41.952361,        -5.622646,         0.332137,       -16.928691,         0.398749,         0.024844,        16.050237,       181.000000,       274.560223,         0.643878,         0.185035
   72, 72, 329442.54, 5939.52,        10.485843,         0.252850,        41.470662,         5.785750,         0.762496,         7.587914,        -5.960074,         0.179677,       -33.171046,        -2.080352,         0.955357,        -2.177565,        -0.796277,         0.049476,       -16.094159,        82.000000,        85.376041,         0.628383,         0.163108
   73, 73, 307098.94, 992.68,         6.819145,         0.329757,        20.679294,         6.645124,         0.896223,         7.414585,        -4.095353,         0.276128,       -14.831333,         1.068802,         1.110176,         0.962732,        -0.145988,         0.072600,        -2.010844,        93.000000,       169.444107,         0.535486,         0.385692
   74, 74, 337247.61, 14030.91,         9.381961,         0.323266,        29.022394,         6.512867,         1.307413,         4.981493,        -6.495872,         0.294517,       -22.056015,         1.022044,         1.186167,         0.861635,        -0.367437,         0.054484,        -6.743963,        67.000000,        94.783526,         0.710967,         0.366925
   75, 75, 306612.95, -2173.79,         6.232024,         0.286311,        21.766622,         7.822977,         0.791220,         9.887229,        -2.992823,         0.220999,       -13.542243,        -2.014701,         0.972011,        -2.072714,        -0.158913,         0.057959,        -2.741798,        55.000000,       144.471953,         0.464682,         0.300404
   76, 76, 301727, -6640.87,         5.035785,         0.275054,        18.308332,         8.170797,         0.759854,        10.753112,        -1.661879,         0.202970,        -8.187827,        -5.871201,         0.952604,        -6.163319,         0.045090,         0.052837,         0.853365,        68.000000,        71.934875,         0.412437,         0.101648
   77, 77, 326724.18, 5478.1,         9.711995,         0.285077,        34.067914,         7.256669,         0.860010,         8.437886,        -5.705141,         0.197142,       -28.939211,         1.485641,         0.935684,         1.587758,        -0.761919,         0.051058,       -14.922627,        47.000000,        73.529624,         0.609055,         0.159449
   78, 78, 311503.39, 15708.66,         4.141344,         0.257873,        16.059640,        12.923000,         1.119355,        11.545040,        -5.106140,         0.241135,       -21.175404,        13.404180,         1.555867,         8.615247,         0.482982,         0.074160,         6.512676,        33.000000,        45.304118,         0.753266,         0.192785
   79, 79, 316934.08, -10632.09,         8.478430,         0.203816,        41.598522,        -4.574868,         0.462250,        -9.896966,        -3.567851,         0.140704,       -25.357051,        15.796205,         0.669546,        23.592403,        -0.710880,         0.037571,       -18.920806,        43.000000,       107.208768,         0.239103,         0.096541
   80, 80, 317980.71, -13171.59,         8.473116,         0.199504,        42.470954,        -7.057898,         0.425190,       -16.599405,        -3.461861,         0.138992,       -24.906958,        20.450176,         0.562637,        36.347014,        -0.732764,         0.034993,       -20.940417,        52.000000,       127.737760,         0.246255,         0.115064
   81, 81, 298790.59, -2464.08,         5.519227,         0.321254,        17.180274,         5.769114,         0.993292,         5.808077,        -2.687167,         0.272447,        -9.863095,        -4.317603,         1.253006,        -3.445795,         0.163502,         0.061660,         2.651666,        75.000000,       133.933213,         0.534626,         0.657915
   82, 82, 294903.64, 214.57,         5.835873,         0.368619,        15.831704,         0.610837,         1.260745,         0.484505,        -3.971215,         0.384622,       -10.324974,        -3.172193,         1.505850,        -2.106580,         0.577706,         0.093224,         6.196970,        33.000000,        25.392909,         0.616649,         0.178259
   83, 83, 284950.61, -7897.72,         6.556748,         0.377637,        17.362560,         3.570807,         1.300759,         2.745171,        -3.520705,         0.333533,       -10.555793,        -4.537579,         1.369561,        -3.313163,         0.076968,         0.091553,         0.840698,        11.000000,        15.263633,         0.716600,         0.335960
   84, 84, 302616.14, 12642.65,         5.625498,         0.293094,        19.193515,         1.836153,         1.296021,         1.416761,        -5.181827,         0.326018,       -15.894301,         4.276221,         1.847474,         2.314631,         0.684802,         0.101498,         6.746957,        23.000000,        50.127860,         0.718028,         0.219692
   85, 85, 298937.62, 11074.43,         6.351558,         0.346974,        18.305573,        -0.174646,         1.422952,        -0.122735,        -5.760060,         0.393487,       -14.638488,         4.280949,         2.004205,         2.135984,         0.628737,         0.111008,         5.663912,        43.000000,        35.586889,         0.701005,         0.096670
   86, 86, 292980.66, 10621.27,         6.926095,         0.442921,        15.637314,        -2.017581,         1.575853,        -1.280310,        -6.094146,         0.518529,       -11.752749,         2.525633,         2.305945,         1.095270,         0.624941,         0.127030,         4.919631,        46.000000,        41.799827,         0.715814,         0.224526
